UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
1789,L48968,-1,298.3,308.0,1442,47.3,65,0,1
1790,L48969,-1,298.2,307.9,1313,67.3,67,1,3
1791,L48970,-1,298.2,307.9,1847,23.6,69,0,1
1792,L48971,-1,298.1,307.8,1524,40.8,71,0,1
1793,M16652,0,298.1,307.7,1445,48.0,73,0,1
1794,L48973,-1,298.1,307.8,1761,28.2,76,0,1
1795,M16654,0,298.1,307.8,1514,43.5,78,0,1
1796,M16655,0,298.1,307.7,1498,38.3,81,0,1
1797,H31210,1,298.1,307.6,1542,37.1,84,0,1
1798,M16657,0,298.0,307.6,1508,41.8,89,0,1
1799,M16658,0,298.0,307.5,1431,52.9,92,0,1
1800,M16659,0,298.0,307.5,1427,45.1,95,0,1
1801,M16660,0,298.0,307.5,1524,36.3,98,0,1
1802,M16661,0,298.0,307.5,1427,43.6,101,0,1
1803,H31216,1,298.1,307.6,1496,44.1,104,0,1
1804,L48983,-1,298.1,307.7,1388,40.3,109,0,1
1805,L48984,-1,298.1,307.7,1495,48.1,111,0,1
1806,H31219,1,298.1,307.7,1376,56.2,113,0,1
1807,H31220,1,298.0,307.6,1593,32.2,118,0,1
1808,L48987,-1,298.0,307.6,1654,28.9,123,0,1
1809,L48988,-1,298.1,307.7,2567,12.8,125,1,3
1810,L48989,-1,298.1,307.7,1767,27.0,127,0,1
1811,L48990,-1,298.1,307.6,1364,53.8,129,0,1
1812,M16671,0,298.1,307.8,1569,31.2,131,0,1
1813,L48992,-1,298.2,307.8,1476,36.8,134,0,1
1814,L48993,-1,298.1,307.7,1479,45.0,136,0,1
1815,L48994,-1,298.1,307.7,1650,34.1,138,0,1
1816,M16675,0,298.1,307.6,1565,36.3,140,0,1
1817,L48996,-1,298.1,307.6,1460,46.5,143,0,1
1818,L48997,-1,298.1,307.7,1664,27.6,145,0,1
1819,M16678,0,298.1,307.7,1435,40.9,147,0,1
1820,M16679,0,298.1,307.6,2066,19.2,150,0,1
1821,L49000,-1,298.1,307.5,1493,43.7,153,0,1
1822,L49001,-1,298.1,307.6,1354,43.3,155,0,1
1823,L49002,-1,298.1,307.6,1488,39.4,157,0,1
1824,L49003,-1,298.1,307.7,1414,48.7,159,0,1
1825,L49004,-1,298.1,307.5,1391,57.4,161,0,1
1826,M16685,0,298.0,307.5,1784,27.8,163,0,1
1827,H31240,1,297.8,307.3,1516,40.1,166,0,1
1828,M16687,0,297.9,307.3,1420,47.8,171,0,1
1829,L49008,-1,297.8,307.2,1351,56.3,174,0,1
1830,L49009,-1,297.8,307.2,1880,23.0,176,0,1
1831,L49010,-1,297.8,307.3,1859,24.0,178,0,1
1832,M16691,0,297.8,307.3,1315,54.0,180,0,1
1833,M16692,0,297.8,307.4,1330,51.7,183,0,1
1834,L49013,-1,297.8,307.3,1327,61.0,186,1,2
1835,L49014,-1,297.8,307.2,1498,38.1,188,0,1
1836,H31249,1,297.8,307.3,1555,35.8,190,0,1
1837,L49016,-1,297.7,307.2,1518,35.8,195,0,1
1838,L49017,-1,297.7,307.2,1392,43.0,197,0,1
1839,M16698,0,297.8,307.2,1456,39.6,199,0,1
1840,L49019,-1,297.7,307.1,1715,30.2,0,0,1
1841,M16700,0,297.7,307.2,1405,43.7,2,0,1
1842,L49021,-1,297.7,307.2,1668,37.8,5,0,1
1843,H31256,1,297.7,307.1,1855,22.5,7,0,1
1844,L49023,-1,297.6,307.1,1496,39.2,12,0,1
1845,M16704,0,297.6,307.1,1471,44.9,14,0,1
1846,L49025,-1,297.7,307.2,1444,40.0,17,0,1
1847,H31260,1,297.7,307.3,1514,38.6,19,0,1
1848,L49027,-1,297.8,307.3,1412,50.7,24,0,1
1849,H31262,1,297.7,307.2,1429,44.1,26,0,1
1850,L49029,-1,297.7,307.2,1668,32.7,31,0,1
1851,M16710,0,297.7,307.2,1372,52.8,33,0,1
1852,M16711,0,297.7,307.3,1365,49.2,36,0,1
1853,M16712,0,297.6,307.1,1526,39.1,39,0,1
1854,L49033,-1,297.6,307.2,1486,40.6,42,0,1
1855,M16714,0,297.6,307.2,1470,42.6,44,0,1
1856,H31269,1,297.7,307.3,1249,62.8,47,0,1
1857,M16716,0,297.8,307.4,1752,26.1,52,0,1
1858,L49037,-1,297.7,307.4,1643,36.5,55,0,1
1859,M16718,0,297.8,307.4,1488,36.1,57,0,1
1860,L49039,-1,297.8,307.4,1355,45.8,60,0,1
1861,L49040,-1,297.8,307.6,1607,30.3,62,0,1
1862,M16721,0,297.9,307.6,1609,30.3,64,0,1
1863,L49042,-1,297.9,307.7,1517,44.4,67,0,1
1864,M16723,0,297.9,307.7,1517,39.5,69,0,1
1865,L49044,-1,297.9,307.7,1546,37.6,72,0,1
1866,L49045,-1,297.9,307.7,1567,34.7,74,0,1
1867,M16726,0,298.1,307.9,1662,28.9,76,0,1
1868,L49047,-1,298.1,307.9,1502,41.8,79,0,1
1869,L49048,-1,298.3,308.0,1361,56.9,81,0,1
1870,M16729,0,298.3,308.1,1630,32.7,83,0,1
1871,L49050,-1,298.3,308.0,1486,42.3,86,0,1
1872,L49051,-1,298.3,308.1,1840,21.5,88,0,1
1873,L49052,-1,298.3,308.1,1326,58.4,90,0,1
1874,L49053,-1,298.4,308.1,1367,57.8,92,0,1
1875,L49054,-1,298.4,308.1,1598,32.7,94,0,1
1876,L49055,-1,298.3,308.0,1363,50.1,96,0,1
1877,L49056,-1,298.3,308.0,1242,62.0,98,0,1
1878,M16737,0,298.2,307.8,1566,33.8,100,0,1
1879,M16738,0,298.1,307.7,1424,47.7,103,0,1
1880,M16739,0,298.2,307.7,1608,33.8,106,0,1
1881,L49060,-1,298.1,307.7,1705,29.1,109,0,1
1882,L49061,-1,298.0,307.6,1548,45.8,111,0,1
1883,M16742,0,298.0,307.6,1581,43.4,113,0,1
1884,M16743,0,298.0,307.6,1472,46.7,116,0,1
1885,M16744,0,298.0,307.6,1792,26.0,119,0,1
1886,L49065,-1,298.0,307.6,1683,32.8,122,0,1
1887,L49066,-1,297.9,307.6,1503,40.7,124,0,1
1888,M16747,0,297.9,307.5,1642,32.4,126,0,1
1889,M16748,0,297.8,307.4,1902,24.3,129,0,1
1890,H31303,1,297.7,307.4,1432,40.2,132,0,1
1891,L49070,-1,297.8,307.4,1512,40.8,137,0,1
1892,L49071,-1,297.7,307.4,1764,29.0,139,0,1
1893,M16752,0,297.8,307.4,1438,43.6,141,0,1
1894,L49073,-1,297.8,307.5,1631,29.9,144,0,1
1895,H31308,1,297.9,307.5,1880,23.3,146,0,1
1896,L49075,-1,297.9,307.6,1344,54.3,151,0,1
1897,L49076,-1,297.9,307.5,1574,35.8,153,0,1
1898,L49077,-1,297.8,307.4,1418,41.2,155,0,1
1899,L49078,-1,297.8,307.5,1372,54.1,157,0,1
1900,L49079,-1,297.8,307.5,1388,40.0,159,0,1
1901,H31314,1,297.9,307.6,1493,36.0,161,0,1
1902,M16761,0,297.9,307.6,1505,40.1,166,0,1
1903,L49082,-1,298.0,307.6,1694,29.1,169,0,1
1904,L49083,-1,297.9,307.6,1968,20.4,171,0,1
1905,M16764,0,298.0,307.6,1569,35.6,173,0,1
1906,L49085,-1,297.9,307.6,1687,29.1,176,0,1
1907,L49086,-1,297.9,307.6,1430,52.4,178,0,1
1908,L49087,-1,297.9,307.6,1504,42.4,180,0,1
1909,L49088,-1,297.9,307.6,1977,20.2,182,0,1
1910,L49089,-1,298.0,307.7,1435,45.6,184,0,1
1911,H31324,1,298.0,307.7,1547,36.8,186,0,1
1912,M16771,0,298.1,307.8,1316,57.2,191,0,1
1913,M16772,0,298.0,307.7,1621,34.9,194,0,1
1914,M16773,0,298.0,307.8,1492,40.2,197,0,1
1915,L49094,-1,298.0,307.7,1643,32.3,200,0,1
1916,L49095,-1,298.0,307.7,1492,38.7,202,0,1
1917,L49096,-1,298.0,307.7,1387,50.8,204,0,1
1918,M16777,0,298.1,307.9,1463,47.3,206,0,1
1919,M16778,0,298.1,307.9,1496,40.0,0,0,1
1920,L49099,-1,298.2,308.0,1658,30.0,3,0,1
1921,L49100,-1,298.1,307.9,2161,17.5,5,0,1
1922,L49101,-1,298.1,307.9,1665,32.0,7,0,1
1923,L49102,-1,298.0,307.8,1716,26.6,9,0,1
1924,L49103,-1,298.0,307.7,1529,34.1,11,0,1
1925,L49104,-1,297.9,307.7,1353,50.7,13,0,1
1926,L49105,-1,297.9,307.7,1537,37.7,15,0,1
1927,L49106,-1,298.0,307.7,1606,30.8,17,0,1
1928,H31341,1,298.0,307.8,1314,47.8,19,0,1
1929,L49108,-1,298.0,307.8,1623,29.9,24,0,1
1930,M16789,0,298.0,307.8,1483,50.9,26,0,1
1931,M16790,0,298.1,307.9,1569,37.0,29,0,1
1932,M16791,0,298.2,308.0,1969,21.7,32,0,1
1933,M16792,0,298.1,308.0,1686,29.3,35,0,1
1934,L49113,-1,298.1,308.0,1638,35.1,38,0,1
1935,L49114,-1,298.1,307.9,1698,33.3,40,0,1
1936,M16795,0,298.1,307.9,1377,55.1,42,0,1
1937,M16796,0,298.1,308.0,2129,18.4,45,0,1
1938,L49117,-1,298.2,308.0,1411,42.4,48,0,1
1939,L49118,-1,298.1,307.9,1517,40.8,50,0,1
1940,M16799,0,298.1,307.9,1303,53.9,52,0,1
1941,L49120,-1,298.1,307.9,1578,35.6,55,0,1
1942,L49121,-1,298.1,307.9,1425,58.2,57,0,1
1943,L49122,-1,298.1,308.0,1456,42.4,59,0,1
1944,L49123,-1,298.1,308.0,1704,30.9,61,0,1
1945,L49124,-1,298.1,308.1,1791,27.3,63,0,1
1946,L49125,-1,298.1,308.1,1616,32.8,65,0,1
1947,L49126,-1,298.2,308.1,1622,34.9,67,0,1
1948,L49127,-1,298.2,308.1,1462,49.9,69,0,1
1949,L49128,-1,298.1,308.1,1410,45.8,71,0,1
1950,M16809,0,298.1,308.0,1543,41.9,73,0,1
1951,M16810,0,298.0,307.9,1479,47.6,76,0,1
1952,L49131,-1,298.0,307.8,1839,22.7,79,0,1
1953,L49132,-1,298.0,307.8,1266,60.5,81,0,1
1954,L49133,-1,297.9,307.7,1593,34.9,83,0,1
1955,L49134,-1,297.9,307.8,1459,46.9,85,0,1
1956,L49135,-1,297.9,307.7,1308,55.2,87,0,1
1957,M16816,0,297.9,307.7,1364,46.8,89,0,1
1958,H31371,1,297.9,307.7,1618,35.9,92,0,1
1959,H31372,1,297.9,307.7,1464,43.2,97,0,1
1960,M16819,0,297.8,307.6,1352,49.4,102,0,1
1961,L49140,-1,297.8,307.6,1446,51.4,105,0,1
1962,L49141,-1,297.8,307.5,1448,51.2,107,0,1
1963,L49142,-1,297.8,307.5,1391,48.6,109,0,1
1964,L49143,-1,297.7,307.5,1379,43.3,111,0,1
1965,M16824,0,297.8,307.5,1405,46.9,113,0,1
1966,L49145,-1,297.8,307.5,1581,33.1,116,0,1
1967,L49146,-1,297.9,307.6,1515,40.5,118,0,1
1968,L49147,-1,297.9,307.6,1589,37.8,120,0,1
1969,L49148,-1,298.0,307.6,1281,50.8,122,0,1
1970,H31383,1,297.8,307.5,1631,31.3,124,0,1
1971,M16830,0,297.9,307.6,1202,67.0,129,0,1
1972,L49151,-1,297.9,307.6,1298,52.7,132,0,1
1973,L49152,-1,297.9,307.6,1612,30.7,134,0,1
1974,L49153,-1,297.9,307.6,1747,25.3,136,0,1
1975,L49154,-1,298.0,307.6,1450,48.7,138,0,1
1976,L49155,-1,298.0,307.7,1422,45.6,140,0,1
1977,M16836,0,298.1,307.7,1419,47.4,142,0,1
1978,M16837,0,298.1,307.7,1633,30.7,145,0,1
1979,L49158,-1,298.0,307.7,1442,43.6,148,0,1
1980,H31393,1,298.0,307.6,1420,45.8,150,0,1
1981,M16840,0,298.0,307.6,1301,58.5,155,0,1
1982,L49161,-1,298.0,307.6,1385,45.0,158,0,1
1983,M16842,0,298.0,307.7,1487,41.3,160,0,1
1984,M16843,0,298.0,307.6,1459,44.4,163,0,1
1985,M16844,0,298.0,307.5,1387,45.5,166,0,1
1986,L49165,-1,298.1,307.7,1537,40.8,169,0,1
1987,L49166,-1,298.1,307.6,1498,42.9,171,0,1
1988,M16847,0,298.2,307.8,1599,31.2,173,0,1
1989,H31402,1,298.3,307.9,1420,39.2,176,0,1
1990,L49169,-1,298.2,307.9,1785,23.4,181,0,1
1991,L49170,-1,298.2,307.8,1423,48.1,183,0,1
1992,M16851,0,298.2,307.8,1583,36.6,185,0,1
1993,L49172,-1,298.2,307.8,1375,46.6,188,0,1
1994,M16853,0,298.3,308.0,1463,42.5,190,0,1
1995,M16854,0,298.2,307.9,1403,45.1,193,0,1
1996,L49175,-1,298.3,308.0,1451,47.1,196,0,1
1997,M16856,0,298.4,308.0,1416,38.2,198,1,5
1998,L49177,-1,298.3,308.1,1672,41.3,0,0,1
1999,H31412,1,298.3,308.0,1637,30.8,2,0,1
2000,L49179,-1,298.4,308.0,1540,37.8,7,0,1
2001,L49180,-1,298.4,308.1,1279,53.1,9,0,1
2002,L49181,-1,298.4,308.2,1604,34.9,11,0,1
2003,L49182,-1,298.5,308.2,1654,27.1,13,0,1
2004,M16863,0,298.5,308.2,1564,37.5,15,0,1
2005,L49184,-1,298.5,308.2,1451,47.5,18,0,1
2006,L49185,-1,298.5,308.3,1504,38.0,20,0,1
2007,M16866,0,298.5,308.3,1381,50.5,22,0,1
2008,L49187,-1,298.6,308.4,1562,34.4,25,0,1
2009,L49188,-1,298.5,308.3,1811,24.7,27,0,1
2010,M16869,0,298.6,308.3,1717,28.7,29,0,1
2011,L49190,-1,298.6,308.3,1278,60.5,32,0,1
2012,L49191,-1,298.7,308.5,1616,30.2,34,0,1
2013,L49192,-1,298.6,308.4,1397,46.4,36,0,1
2014,L49193,-1,298.6,308.4,1485,42.9,38,0,1
2015,L49194,-1,298.6,308.4,1310,59.7,40,0,1
2016,L49195,-1,298.5,308.2,1301,66.3,42,1,3
2017,L49196,-1,298.5,308.3,1458,44.0,44,0,1
2018,L49197,-1,298.7,308.5,1483,42.5,46,0,1
2019,L49198,-1,298.7,308.5,1375,46.4,48,0,1
2020,M16879,0,298.7,308.5,1660,27.0,50,0,1
2021,H31434,1,298.7,308.4,1560,33.3,53,0,1
2022,L49201,-1,298.7,308.5,1480,42.2,58,0,1
2023,L49202,-1,298.7,308.4,1373,46.9,60,0,1
2024,L49203,-1,298.7,308.5,1444,54.2,62,0,1
2025,M16884,0,298.7,308.6,1722,24.7,64,0,1
2026,L49205,-1,298.7,308.5,1469,39.9,67,0,1
2027,M16886,0,298.7,308.5,1360,52.9,69,0,1
2028,L49207,-1,298.7,308.4,1750,25.8,72,0,1
2029,M16888,0,298.7,308.3,1349,46.6,74,0,1
2030,L49209,-1,298.7,308.5,1668,35.2,77,0,1
2031,L49210,-1,298.9,308.6,1400,49.5,79,0,1
2032,L49211,-1,298.8,308.6,1331,62.8,81,0,1
2033,L49212,-1,298.8,308.5,1444,42.2,83,0,1
2034,H31447,1,298.8,308.5,1359,47.6,85,0,1
2035,M16894,0,298.8,308.5,1425,47.4,90,0,1
2036,M16895,0,298.9,308.6,1469,34.2,93,0,1
2037,L49216,-1,299.0,308.7,1892,22.8,96,0,1
2038,H31451,1,299.0,308.7,1940,19.9,98,0,1
2039,L49218,-1,299.0,308.8,1405,55.2,103,0,1
2040,M16899,0,299.0,308.9,1449,39.6,105,0,1
2041,L49220,-1,299.1,308.9,1686,29.6,108,0,1
2042,L49221,-1,299.1,308.9,1680,27.2,110,0,1
2043,M16902,0,299.1,308.9,1397,52.4,112,0,1
2044,M16903,0,299.2,309.0,1597,30.3,115,0,1
2045,L49224,-1,299.3,309.1,1470,41.1,118,0,1
2046,M16905,0,299.3,309.1,1703,31.3,120,0,1
2047,L49226,-1,299.3,309.1,1388,45.5,123,0,1
2048,L49227,-1,299.3,309.2,1775,24.2,125,0,1
2049,L49228,-1,299.3,309.2,1465,41.5,127,0,1
2050,M16909,0,299.3,309.2,1586,37.9,129,0,1
2051,M16910,0,299.5,309.3,1675,29.2,132,0,1
2052,M16911,0,299.4,309.2,1470,44.4,135,0,1
2053,L49232,-1,299.5,309.3,1477,40.4,138,0,1
2054,L49233,-1,299.5,309.3,1382,61.0,140,0,1
2055,M16914,0,299.6,309.4,1605,29.8,142,0,1
2056,L49235,-1,299.6,309.4,1643,32.9,145,0,1
2057,L49236,-1,299.5,309.3,1333,54.1,147,0,1
2058,L49237,-1,299.5,309.3,1520,42.3,149,0,1
2059,M16918,0,299.5,309.3,1902,24.0,151,0,1
2060,H31473,1,299.5,309.4,1386,44.4,154,0,1
2061,L49240,-1,299.6,309.5,1803,27.7,159,0,1
2062,L49241,-1,299.7,309.6,1359,50.7,161,0,1
2063,M16922,0,299.7,309.6,1477,42.7,163,0,1
2064,L49243,-1,299.7,309.6,1321,53.4,166,0,1
2065,L49244,-1,299.6,309.5,1453,41.4,168,0,1
2066,L49245,-1,299.7,309.6,1419,45.1,170,0,1
2067,L49246,-1,299.7,309.6,1512,36.2,172,0,1
2068,L49247,-1,299.7,309.6,1553,36.8,174,0,1
2069,M16928,0,299.7,309.6,1534,39.1,176,0,1
2070,H31483,1,299.7,309.6,1553,41.0,179,0,1
2071,L49250,-1,299.7,309.5,1352,49.7,184,0,1
2072,M16931,0,299.7,309.6,1313,60.0,186,0,1
2073,L49252,-1,299.6,309.5,1570,35.5,189,0,4
2074,L49253,-1,299.6,309.4,1677,31.1,191,0,1
2075,L49254,-1,299.5,309.4,1602,31.5,193,0,1
2076,L49255,-1,299.5,309.4,1390,58.8,195,1,2
2077,L49256,-1,299.4,309.3,1544,36.0,197,0,1
2078,L49257,-1,299.4,309.4,1701,31.2,199,0,1
2079,M16938,0,299.4,309.3,1692,28.4,201,0,1
2080,M16939,0,299.3,309.3,1523,37.9,204,0,1
2081,L49260,-1,299.3,309.2,2280,15.4,207,0,1
2082,M16941,0,299.4,309.3,1485,47.1,209,0,1
2083,H31496,1,299.4,309.2,1513,36.1,212,0,1
2084,H31497,1,299.4,309.3,1743,28.2,0,0,1
2085,L49264,-1,299.5,309.3,1442,46.2,5,0,1
2086,L49265,-1,299.5,309.3,1462,46.7,7,0,1
2087,H31500,1,299.4,309.3,1439,49.7,9,0,1
2088,L49267,-1,299.5,309.3,1577,36.6,14,0,1
2089,L49268,-1,299.6,309.4,1331,46.4,16,0,1
2090,L49269,-1,299.5,309.3,1941,22.5,18,0,1
2091,L49270,-1,299.5,309.2,1393,47.3,20,0,1
2092,L49271,-1,299.4,309.2,1433,42.1,22,0,1
2093,L49272,-1,299.4,309.2,1444,48.2,24,0,1
2094,L49273,-1,299.4,309.2,1564,39.0,26,0,1
2095,L49274,-1,299.4,309.3,1377,43.6,28,0,1
2096,L49275,-1,299.4,309.3,1525,41.5,30,0,1
2097,M16956,0,299.5,309.4,1387,56.2,32,0,1
2098,M16957,0,299.4,309.4,1326,47.5,35,0,1
2099,L49278,-1,299.4,309.3,1401,59.0,38,0,1
2100,L49279,-1,299.4,309.3,1596,31.8,40,0,1
2101,M16960,0,299.3,309.3,1471,46.0,42,0,1
2102,L49281,-1,299.3,309.3,1528,37.8,45,0,1
2103,L49282,-1,299.3,309.3,1325,62.0,47,0,1
2104,M16963,0,299.3,309.1,1376,46.7,49,0,1
2105,M16964,0,299.3,309.1,1600,35.3,52,0,1
2106,L49285,-1,299.3,309.1,1495,44.0,55,0,1
2107,L49286,-1,299.4,309.1,1645,28.6,57,0,1
2108,M16967,0,299.4,309.1,1417,47.3,59,0,1
2109,H31522,1,299.4,309.0,1415,51.7,62,0,1
2110,M16969,0,299.3,309.0,1496,43.4,67,0,1
2111,H31524,1,299.3,309.0,1508,35.0,70,0,1
2112,L49291,-1,299.4,309.0,1436,47.9,75,0,1
2113,L49292,-1,299.5,309.1,1852,22.6,77,0,1
2114,L49293,-1,299.5,309.1,1863,22.5,79,0,1
2115,H31528,1,299.4,309.1,1373,44.1,81,0,1
2116,L49295,-1,299.4,309.0,1404,47.3,86,0,1
2117,M16976,0,299.4,309.0,1381,44.9,88,0,1
2118,H31531,1,299.4,308.9,1762,29.3,91,0,1
2119,H31532,1,299.3,308.9,1429,43.0,96,0,1
2120,M16979,0,299.3,308.9,1858,24.7,101,0,1
2121,H31534,1,299.2,308.8,1908,21.3,104,0,1
2122,M16981,0,299.2,308.8,1503,37.4,109,0,1
2123,M16982,0,299.2,308.8,1523,38.9,112,0,1
2124,L49303,-1,299.3,309.0,1491,38.4,115,0,1
2125,L49304,-1,299.2,308.9,1430,39.1,117,0,1
2126,L49305,-1,299.3,308.9,1258,69.4,119,1,3
2127,L49306,-1,299.3,309.0,1449,46.5,121,0,1
2128,H31541,1,299.3,309.0,1425,40.6,123,0,1
2129,L49308,-1,299.4,309.0,1800,24.3,128,0,1
2130,H31543,1,299.4,309.0,1607,33.7,130,0,1
2131,L49310,-1,299.4,309.0,1391,58.2,135,0,1
2132,L49311,-1,299.4,309.1,1432,45.4,137,0,1
2133,L49312,-1,299.4,309.0,1660,28.4,139,0,1
2134,H31547,1,299.3,309.0,1732,29.7,141,0,1
2135,L49314,-1,299.3,309.0,1473,46.3,146,0,1
2136,L49315,-1,299.3,309.0,1511,47.8,148,0,1
2137,L49316,-1,299.2,308.9,1588,41.5,150,0,1
2138,L49317,-1,299.3,308.9,1623,31.1,152,0,1
2139,L49318,-1,299.3,309.0,1734,30.6,154,0,1
2140,L49319,-1,299.3,309.0,1415,47.6,156,0,1
2141,L49320,-1,299.3,309.0,1419,46.6,158,0,1
2142,M17001,0,299.3,308.9,1577,34.9,160,0,1
2143,L49322,-1,299.3,308.9,1376,60.3,163,0,1
2144,M17003,0,299.3,308.8,1442,49.0,165,0,1
2145,L49324,-1,299.4,308.9,1451,40.5,168,0,1
2146,L49325,-1,299.3,308.8,1550,45.8,170,0,1
2147,L49326,-1,299.3,308.8,1647,32.9,172,0,1
2148,L49327,-1,299.4,308.9,1550,33.7,174,0,1
2149,L49328,-1,299.4,308.9,1583,34.1,176,0,1
2150,L49329,-1,299.4,309.0,1613,32.2,178,0,1
2151,H31564,1,299.3,308.8,1636,35.5,180,0,1
2152,M17011,0,299.3,308.7,1289,51.5,185,0,1
2153,M17012,0,299.3,308.8,1648,28.4,188,0,1
2154,H31567,1,299.3,308.8,1397,45.4,191,0,1
2155,M17014,0,299.3,308.9,1767,24.8,196,0,1
2156,L49335,-1,299.3,308.8,1341,47.7,199,0,1
2157,M17016,0,299.4,308.9,1457,41.5,201,0,1
2158,M17017,0,299.4,309.0,1939,19.8,204,0,1
2159,M17018,0,299.5,309.0,1399,49.7,207,0,1
2160,M17019,0,299.5,309.0,1602,31.3,210,0,1
2161,L49340,-1,299.4,309.0,1507,41.0,213,0,1
2162,L49341,-1,299.4,309.1,1464,40.5,215,0,1
2163,L49342,-1,299.5,309.1,1336,42.1,217,0,1
2164,L49343,-1,299.6,309.2,1422,39.8,219,0,1
2165,L49344,-1,299.6,309.2,1540,36.7,221,0,1
2166,L49345,-1,299.5,309.1,1476,47.8,223,0,1
2167,M17026,0,299.6,309.2,1867,23.4,225,1,5
2168,H31581,1,299.6,309.1,1588,41.3,0,0,1
2169,M17028,0,299.5,309.1,1420,49.5,5,0,1
2170,L49349,-1,299.5,309.1,1415,49.2,8,0,1
2171,M17030,0,299.4,309.1,1500,43.3,10,0,1
2172,L49351,-1,299.5,309.1,1502,44.6,13,0,1
2173,L49352,-1,299.5,309.2,1816,23.0,15,0,1
2174,M17033,0,299.5,309.2,1495,41.6,17,0,1
2175,L49354,-1,299.6,309.2,1572,33.4,20,0,1
2176,M17035,0,299.5,309.2,1590,35.9,22,0,1
2177,M17036,0,299.6,309.3,1387,48.3,25,0,1
2178,M17037,0,299.6,309.2,1393,47.7,28,0,1
2179,L49358,-1,299.6,309.2,1602,37.3,31,0,1
2180,L49359,-1,299.6,309.2,1601,33.3,33,0,1
2181,H31594,1,299.6,309.2,1597,36.3,35,0,1
2182,H31595,1,299.5,309.1,1548,44.3,40,0,1
2183,M17042,0,299.5,309.2,1314,61.8,45,0,1
2184,M17043,0,299.6,309.3,1577,39.8,48,0,1
2185,L49364,-1,299.8,309.4,1475,43.4,51,0,1
2186,L49365,-1,299.8,309.4,1630,32.4,53,0,1
2187,L49366,-1,299.7,309.4,1445,42.9,55,0,1
2188,M17047,0,299.8,309.4,1439,47.4,57,0,1
2189,L49368,-1,299.7,309.3,1420,44.1,60,0,1
2190,H31603,1,299.7,309.2,1554,41.6,62,0,1
2191,M17050,0,299.6,309.1,1471,44.3,67,0,1
2192,L49371,-1,299.6,309.0,1648,33.6,70,0,1
2193,L49372,-1,299.6,309.0,1472,48.8,72,0,1
2194,M17053,0,299.5,308.9,1448,42.9,74,0,1
2195,M17054,0,299.6,308.9,1568,35.3,77,0,1
2196,L49375,-1,299.6,308.9,1613,30.8,80,0,1
2197,M17056,0,299.7,308.9,1551,35.4,82,0,1
2198,L49377,-1,299.7,309.0,1412,49.2,85,0,1
2199,M17058,0,299.7,308.9,1478,41.0,87,0,1
2200,M17059,0,299.8,309.1,1268,58.0,90,0,1
2201,L49380,-1,299.8,309.1,1546,35.6,93,0,1
2202,L49381,-1,299.8,309.0,1567,36.1,95,0,1
2203,M17062,0,299.9,309.2,1548,35.7,97,0,1
2204,L49383,-1,299.8,309.0,1614,30.8,100,0,1
2205,M17064,0,299.7,309.1,1352,46.1,102,0,1
2206,L49385,-1,299.9,309.2,1624,34.6,105,0,1
2207,L49386,-1,299.9,309.2,1436,52.0,107,0,1
2208,L49387,-1,299.8,309.2,1591,37.5,109,0,1
2209,H31622,1,299.8,309.2,1435,42.6,111,0,1
2210,L49389,-1,299.8,309.3,1386,49.4,116,0,1
2211,L49390,-1,299.7,309.2,1401,54.1,118,0,1
2212,M17071,0,299.6,309.0,1245,64.0,120,0,1
2213,L49392,-1,299.7,309.1,1475,40.0,123,0,1
2214,L49393,-1,299.7,309.1,1473,39.4,125,0,1
2215,H31628,1,299.7,309.2,1355,44.8,127,0,1
2216,H31629,1,299.7,309.2,1468,49.6,132,0,1
2217,L49396,-1,299.7,309.2,1645,30.8,137,0,1
2218,L49397,-1,299.7,309.1,1347,55.3,139,0,1
2219,L49398,-1,299.7,309.1,1713,33.5,141,0,1
2220,M17079,0,299.6,309.1,1435,48.4,143,0,1
2221,M17080,0,299.6,309.0,1736,26.1,146,0,1
2222,L49401,-1,299.6,309.0,1372,60.4,149,0,1
2223,L49402,-1,299.7,309.0,1605,33.0,151,0,1
2224,L49403,-1,299.6,309.0,1413,48.5,153,0,1
2225,M17084,0,299.7,309.0,1645,31.9,155,0,1
2226,M17085,0,299.7,309.0,1465,49.0,158,0,1
2227,M17086,0,299.6,308.9,1685,27.8,161,0,1
2228,L49407,-1,299.5,308.8,1965,20.4,164,0,1
2229,H31642,1,299.4,308.6,1542,41.8,166,0,1
2230,L49409,-1,299.4,308.7,1681,30.8,171,0,1
2231,L49410,-1,299.5,308.7,1446,45.7,173,0,1
2232,L49411,-1,299.4,308.6,1415,56.4,175,0,1
2233,L49412,-1,299.5,308.6,1672,30.5,177,0,1
2234,L49413,-1,299.5,308.7,2549,13.0,179,1,3
2235,L49414,-1,299.4,308.6,1492,40.5,181,0,1
2236,M17095,0,299.4,308.6,1455,42.7,183,0,1
2237,M17096,0,299.3,308.5,1422,43.1,186,0,1
2238,L49417,-1,299.3,308.6,1403,50.6,189,0,1
2239,L49418,-1,299.3,308.6,1474,49.6,191,0,1
2240,L49419,-1,299.2,308.6,1381,50.0,193,0,1
2241,L49420,-1,299.2,308.5,1457,44.7,195,0,1
2242,L49421,-1,299.2,308.4,1711,28.9,197,0,1
2243,L49422,-1,299.2,308.4,1667,29.0,199,0,1
