Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
0,298.7,310.1,1402,69.7,64
0,303.1,311.3,1847,24.7,212
-1,299.3,308.7,1484,40.5,213
1,301.5,310.7,1394,46.7,130
-1,299.6,310.9,1716,28.5,117
-1,304.1,313.1,1550,30.9,9
-1,299.3,309.1,1634,36.8,62
0,297.4,308.2,1536,34.6,4
-1,299.4,308.7,1512,37.2,126
0,298.3,307.8,1330,55.4,114
-1,298.1,310.0,1534,33.7,47
-1,303.4,311.5,1879,21.3,78
1,300.9,312.0,1397,42.7,212
-1,302.6,312.2,1377,45.5,54
-1,297.5,308.3,1388,48.6,27
-1,303.4,311.5,1424,50.8,128
-1,297.5,308.6,1437,43.3,34
-1,302.3,311.0,1412,47.0,164
-1,298.5,309.4,1911,21.5,164
-1,298.4,309.1,1423,48.0,135
0,300.8,310.9,1557,31.6,52
1,300.6,309.5,1495,36.5,79
0,298.9,308.9,1750,29.9,50
-1,299.5,310.0,1502,38.5,52
1,300.4,311.4,1445,52.4,105
-1,304.0,313.1,1648,35.7,119
-1,300.1,310.5,1494,44.2,117
-1,301.1,311.0,1918,21.7,28
0,298.4,309.1,1525,39.3,86
0,301.7,310.5,1724,33.0,171
-1,300.1,311.4,1572,36.2,199
-1,300.5,310.6,1368,49.6,10
-1,302.1,311.5,1477,45.4,111
-1,299.9,309.3,1620,31.1,196
-1,300.1,311.3,1470,45.2,40
-1,298.3,309.1,1472,40.1,31
-1,304.1,313.0,1408,45.3,28
-1,298.2,308.7,2186,17.8,31
-1,303.0,311.2,1755,30.4,205
-1,301.9,309.9,1374,48.5,180
-1,302.2,311.5,1567,33.1,168
0,301.6,310.7,1813,24.6,210
-1,301.3,311.0,1539,36.9,206
-1,299.4,309.3,1525,41.5,30
-1,300.9,310.5,2288,16.1,85
1,301.0,310.9,1916,22.0,42
-1,297.8,309.9,1351,49.0,181
-1,299.5,310.9,1496,38.5,162
-1,303.5,311.6,1428,46.2,139
-1,297.3,308.1,1506,36.0,150
-1,300.0,309.1,1631,28.3,110
0,300.7,311.7,1701,30.8,44
-1,300.8,310.0,1468,52.7,178
-1,300.2,310.3,1445,50.9,34
-1,301.4,310.3,2203,16.6,169
-1,297.8,308.9,1871,25.6,200
-1,300.8,312.5,1434,50.7,121
0,299.6,310.2,1620,30.0,70
0,300.7,310.1,1367,52.6,167
-1,300.6,312.3,1532,37.2,54
0,298.1,308.8,1378,53.5,65
-1,299.6,310.8,1644,30.9,114
-1,302.5,310.4,1487,40.2,48
-1,303.8,312.6,1735,25.9,154
-1,300.6,310.3,1920,22.3,223
0,297.5,308.3,1622,37.2,103
-1,298.1,308.0,1456,42.4,59
-1,299.3,308.5,1772,26.1,52
-1,300.2,309.8,1401,49.3,163
0,298.1,307.4,1335,56.2,190
-1,302.2,311.5,1725,34.0,170
-1,299.8,310.2,1911,23.5,166
0,302.3,311.7,1639,36.6,121
-1,303.7,312.5,1397,45.7,187
-1,300.8,312.4,1493,39.1,79
-1,299.3,308.5,1485,44.7,78
-1,302.6,310.9,1331,52.0,154
0,303.0,312.7,1426,46.8,99
0,301.1,310.5,1603,32.6,121
-1,303.7,312.8,1627,31.7,40
-1,300.4,311.6,1815,23.5,49
0,298.5,309.3,1552,36.8,133
1,302.5,311.3,1393,47.5,130
-1,300.2,311.7,1448,54.2,173
-1,297.0,307.6,1513,42.4,124
0,297.3,308.3,1459,59.6,207
-1,298.8,309.6,1442,50.0,104
0,303.1,312.3,1623,31.6,101
1,297.0,308.1,1517,41.4,222
0,299.7,310.5,1594,35.4,134
-1,300.7,312.2,1590,38.5,148
-1,300.3,311.6,1515,44.9,69
-1,298.7,309.7,1462,46.8,4
0,301.1,310.7,1367,43.4,111
-1,298.1,308.9,2136,15.9,78
1,300.3,311.8,2141,18.5,204
-1,298.3,308.8,1645,30.4,33
0,301.1,312.4,1809,25.1,126
-1,300.1,309.8,1430,56.7,44
-1,297.6,308.6,2384,14.4,171
-1,295.9,306.4,1575,28.5,74
-1,299.2,308.5,1515,39.8,141
0,299.9,309.5,1582,38.2,160
-1,300.4,311.8,1589,42.0,201
0,298.2,307.7,1952,21.6,93
1,303.3,312.6,1827,24.2,132
-1,300.7,310.9,1650,29.4,102
-1,296.6,307.5,1582,37.9,197
-1,298.3,308.1,1505,46.1,80
-1,297.8,309.7,1394,42.9,206
-1,298.4,308.5,1741,32.8,112
-1,298.0,307.8,1622,33.3,121
-1,298.7,308.5,1375,46.4,48
1,301.3,310.1,1469,39.7,179
0,297.7,308.8,1388,45.6,190
-1,295.6,306.1,1474,41.2,156
-1,298.4,310.0,1554,37.3,103
-1,299.0,310.3,1431,39.9,157
0,300.2,311.6,1415,55.8,82
-1,298.0,307.7,1442,43.6,148
-1,298.3,308.1,1586,35.5,0
-1,303.7,312.8,1523,40.7,59
-1,297.1,308.4,1726,28.4,202
1,298.0,308.7,1536,39.6,99
-1,300.6,312.0,1406,55.1,136
-1,303.4,311.9,1771,31.6,202
0,295.8,306.3,1444,45.5,76
-1,298.8,309.8,1363,44.0,25
-1,297.3,308.7,1531,36.7,116
1,300.9,311.4,1387,42.7,121
0,303.1,311.1,1594,35.5,13
-1,303.9,313.2,1345,48.2,77
-1,301.5,310.8,1413,44.6,166
-1,297.5,308.5,1536,36.9,108
-1,300.4,311.0,1802,26.0,197
-1,300.8,311.8,1427,43.3,180
-1,298.5,309.5,1385,46.3,203
0,298.1,308.7,1315,56.8,59
-1,300.6,309.4,1471,44.1,244
-1,297.9,307.7,1567,34.7,74
-1,299.8,309.4,2256,15.9,201
-1,301.5,310.7,1408,47.3,79
0,299.8,311.1,1498,38.1,176
0,298.6,309.6,1397,54.1,47
0,300.3,311.6,1359,54.1,81
0,298.8,310.1,1501,48.7,192
-1,300.9,311.3,1449,40.2,168
-1,303.3,311.3,1393,47.4,18
-1,301.6,310.9,1492,45.2,155
-1,297.3,307.9,1417,41.8,186
-1,297.0,307.8,1500,39.9,175
0,300.3,310.0,1409,43.2,9
-1,297.7,308.9,1458,41.1,14
0,298.6,309.4,1460,43.8,138
-1,300.7,310.4,1416,61.8,209
-1,299.3,309.3,1528,37.8,45
-1,298.6,308.4,1562,34.4,25
0,298.4,309.5,1344,45.3,122
-1,297.4,308.6,1635,30.5,159
-1,303.5,311.6,2183,17.0,110
0,303.9,313.2,1630,29.3,104
-1,297.5,309.4,1809,24.3,110
-1,299.0,310.3,1584,34.4,83
-1,302.3,311.3,1621,31.6,135
-1,301.2,311.7,1463,48.3,204
-1,299.4,309.1,1207,66.5,66
0,298.0,307.6,1569,35.6,173
0,302.7,311.6,1501,38.8,171
0,299.9,309.3,1389,52.8,0
0,301.1,311.1,1615,37.7,153
-1,300.3,309.9,1540,39.9,203
1,297.7,307.4,1432,40.2,132
0,298.5,309.3,1488,43.7,189
0,302.0,311.5,1366,52.3,54
0,297.5,308.8,1455,46.1,147
0,300.8,310.3,1526,36.3,205
-1,299.3,309.3,1325,62.0,47
-1,298.2,309.0,1418,44.2,87
1,302.2,311.7,1413,46.5,147
-1,297.5,309.1,1515,35.1,213
-1,302.5,312.0,1495,38.8,186
-1,296.6,307.4,1368,45.1,185
-1,301.9,310.8,1400,58.2,79
-1,303.4,311.7,1793,25.8,161
-1,301.2,310.7,1517,39.4,107
0,297.9,309.2,1529,38.1,96
0,299.6,309.3,1387,48.3,25
-1,298.2,309.1,1350,52.0,136
1,302.5,311.9,1595,34.6,112
-1,297.9,309.1,1442,50.3,24
1,297.4,308.3,1502,43.6,169
-1,298.6,308.4,1310,59.7,40
1,304.0,313.1,1388,53.2,91
0,301.4,311.0,1234,55.8,152
1,298.5,309.4,1573,36.0,97
-1,298.4,309.5,2153,15.3,98
-1,298.8,309.9,1525,39.7,77
-1,299.0,308.6,1648,30.8,98
-1,302.7,311.1,1440,39.5,146
0,297.7,307.2,1405,43.7,2
-1,298.9,310.1,1510,38.0,52
-1,296.3,307.3,1398,52.7,31
-1,304.3,313.3,1775,24.9,39
0,298.8,310.1,1719,28.8,206
-1,298.1,307.8,1606,33.0,130
-1,297.4,309.1,1380,41.1,152
-1,300.2,309.5,1417,41.1,129
-1,297.3,308.3,1590,35.5,59
-1,298.2,308.1,1379,62.3,149
0,299.0,310.2,1625,31.8,89
-1,297.0,308.1,1355,43.7,217
-1,298.8,308.7,1490,33.6,71
1,296.9,308.0,1318,53.5,88
-1,301.2,310.8,1233,64.6,45
-1,300.8,312.5,1423,47.3,123
-1,302.6,312.0,1781,28.5,196
0,297.6,308.1,1379,57.4,122
-1,297.5,308.5,1446,41.9,32
0,298.1,308.9,1335,50.4,110
1,295.9,306.5,1594,33.2,55
1,300.4,309.4,1530,40.4,112
-1,303.6,313.1,1405,38.3,58
-1,304.1,313.5,1469,44.6,113
-1,303.0,312.7,2024,19.9,102
-1,297.4,309.4,1296,52.3,96
1,303.7,312.6,1711,27.6,170
-1,296.8,307.9,1271,61.4,125
0,298.4,309.3,1355,50.6,8
-1,302.5,310.2,1454,43.0,108
-1,300.0,309.5,1506,38.8,87
-1,298.4,308.9,1402,44.8,201
-1,301.4,310.7,1675,30.7,92
0,302.2,311.1,1640,32.8,77
-1,300.6,309.4,1468,44.1,76
0,302.2,310.5,1507,40.4,111
-1,301.3,310.0,1550,41.5,197
0,300.7,310.1,1483,40.2,162
-1,300.8,310.9,1748,29.9,140
-1,300.8,312.4,1767,25.6,105
1,298.3,308.2,1534,33.2,75
-1,299.0,308.7,2250,16.6,208
-1,300.2,309.5,1436,48.8,135
0,302.3,311.4,1418,41.3,62
1,300.6,309.4,1691,28.0,36
-1,301.3,310.4,1538,38.4,195
-1,304.0,313.0,2012,21.1,115
0,301.1,311.2,1384,49.4,48
0,298.8,310.2,1595,33.1,34
-1,301.6,310.4,1517,41.1,167
0,298.1,309.0,2042,17.8,129
1,298.3,309.4,1631,29.8,0
1,299.5,309.2,1872,22.6,162
-1,299.9,309.6,1254,61.3,124
0,300.0,309.1,1463,45.7,11
-1,299.8,311.1,1820,24.9,174
0,300.5,311.4,1312,51.4,60
0,304.1,313.3,1680,29.3,158
-1,297.0,307.8,1774,28.0,188
-1,301.8,310.0,1393,44.9,208
-1,297.9,309.0,1532,37.6,47
0,300.8,310.5,1511,35.8,54
-1,299.5,309.2,1393,47.3,20
0,299.9,309.5,1412,57.9,59
-1,299.0,308.6,1661,32.2,106
-1,303.7,312.7,1540,44.8,196
-1,298.7,308.4,1750,25.8,72
-1,300.7,311.9,1486,35.8,32
-1,297.2,307.9,1580,35.8,140
-1,297.2,308.7,1509,39.3,66
-1,299.6,310.1,1384,49.8,11
-1,298.3,308.4,1329,49.2,166
0,296.1,307.2,1619,29.7,17
1,301.6,310.9,1419,50.2,51
-1,298.1,308.0,1638,35.1,38
-1,296.5,307.6,1431,45.2,90
-1,303.4,312.8,1449,43.9,94
-1,298.9,310.1,1442,48.0,181
-1,299.8,309.4,1475,43.4,51
0,297.6,308.8,1453,39.7,69
0,296.7,307.8,1258,69.0,105
-1,299.8,310.8,1409,51.9,154
1,302.2,311.1,1426,50.6,101
-1,297.3,308.7,1491,40.2,112
-1,304.2,313.6,1469,40.0,154
-1,298.4,308.0,1571,37.4,50
0,300.3,311.7,1723,28.3,193
0,299.9,309.5,1372,56.2,133
0,299.8,309.6,1331,50.2,98
-1,300.2,311.0,1627,33.7,147
-1,301.9,311.0,1289,54.9,128
-1,299.1,310.6,1602,39.7,144
1,296.4,307.5,1596,35.1,75
0,300.7,310.8,1724,30.0,76
0,299.1,308.2,1435,45.2,45
1,299.6,310.9,1679,31.2,120
-1,299.4,309.2,1569,40.8,73
-1,298.0,308.6,1313,50.8,170
0,299.8,309.4,1751,27.0,173
0,299.4,308.7,1289,60.5,104
-1,301.4,310.8,1362,53.2,4
-1,300.6,309.8,1455,48.0,125
1,299.3,309.1,1552,40.7,120
0,302.5,311.9,1532,38.8,96
0,304.3,313.5,1525,42.0,2
-1,299.6,309.2,1540,36.7,221
1,300.8,310.3,1777,30.1,38
0,300.5,310.0,1415,43.5,98
-1,297.2,308.0,1869,25.4,163
-1,301.5,311.1,1731,27.9,101
0,298.9,309.8,2450,13.9,89
0,300.5,309.8,1416,48.5,110
1,302.3,311.4,1372,46.0,86
-1,298.9,310.0,1378,49.3,18
-1,298.9,310.3,1496,36.3,161
0,298.8,308.6,1598,35.1,52
-1,299.9,311.4,1627,36.7,118
0,303.7,312.8,1685,31.8,203
-1,297.8,307.4,1355,45.8,60
-1,297.4,308.3,1336,53.7,61
-1,303.0,312.3,1932,21.9,132
-1,299.6,310.9,1533,31.8,91
-1,298.9,309.9,1526,35.4,96
-1,297.5,308.6,1552,44.9,77
-1,298.9,309.6,1663,33.7,195
0,298.5,309.6,1492,41.7,100
1,300.8,310.8,1618,32.8,40
-1,300.6,312.2,1308,54.7,52
1,302.2,311.1,1628,30.6,105
-1,299.5,310.0,1481,43.1,90
-1,297.5,308.3,1596,36.8,77
-1,301.2,310.6,1385,49.2,105
-1,303.7,313.1,1683,28.4,46
-1,297.3,308.3,2188,17.0,32
1,299.9,310.3,1535,43.9,154
-1,298.6,309.4,1447,40.2,173
0,300.3,311.4,1386,48.1,119
0,300.9,310.5,1702,29.3,32
0,300.8,310.8,1415,44.5,87
-1,304.1,313.2,1434,50.1,43
-1,298.9,308.6,1481,40.7,124
0,298.9,309.3,1581,30.7,65
-1,299.7,309.5,1352,49.7,184
-1,298.2,308.1,1532,42.5,154
0,297.7,308.9,1531,48.3,84
-1,298.4,309.4,1461,46.3,121
1,299.7,309.2,1456,40.6,182
1,298.8,310.2,1455,44.9,107
0,298.3,307.7,1602,33.4,106
0,298.9,308.5,1555,37.6,142
-1,302.3,311.0,1428,47.9,174
0,299.3,308.7,1390,49.3,215
1,297.3,308.6,1431,42.0,109
0,304.2,313.5,1390,47.8,83
-1,302.4,311.1,1634,34.2,184
-1,302.3,311.7,1400,41.6,136
1,302.0,310.5,1812,24.4,138
0,298.2,309.0,1723,26.6,168
0,302.0,311.2,1625,30.7,189
0,298.1,308.1,1390,49.8,85
0,301.5,310.6,1424,47.0,26
0,302.7,310.8,1555,36.1,35
-1,301.5,310.1,1541,42.2,52
0,301.5,310.6,1382,58.1,67
0,303.7,312.4,1540,37.4,146
0,301.9,310.9,1317,51.9,40
1,302.6,311.7,1471,48.3,25
-1,300.6,310.7,1543,39.6,60
-1,299.0,308.7,2248,16.8,204
-1,298.7,310.3,1451,40.0,86
1,298.6,309.4,1439,47.1,149
-1,298.0,309.0,1679,32.4,90
1,297.6,309.6,1428,46.6,13
0,302.1,310.1,1379,48.2,166
0,299.9,309.5,2065,18.1,62
-1,296.7,307.4,1535,34.6,114
0,300.1,309.6,1501,38.0,157
1,303.6,311.9,1544,37.1,88
0,297.7,309.4,1461,43.7,142
0,300.0,309.6,1573,39.7,162
0,300.2,311.3,1491,37.3,102
-1,298.8,309.8,1663,28.2,67
0,300.8,311.0,1580,36.6,109
-1,298.5,309.5,1480,38.1,160
-1,300.4,310.4,1286,56.8,46
-1,301.8,310.7,1547,41.7,72
0,300.2,311.4,1960,20.9,20
-1,300.5,309.8,1345,62.7,153
1,297.9,308.4,1637,34.5,191
-1,303.8,312.5,1372,45.7,180
-1,299.4,309.2,1489,42.3,114
0,297.5,308.2,1624,30.9,186
0,303.4,312.8,1590,36.3,113
-1,298.2,308.4,1452,43.5,158
-1,298.8,308.3,1634,27.9,12
0,302.0,310.6,1539,37.4,96
-1,302.2,311.1,1394,53.7,140
1,300.7,310.5,1476,43.1,134
-1,299.5,309.1,1476,47.8,223
0,297.7,309.0,1636,29.7,32
1,300.5,311.6,1351,53.5,78
0,300.4,311.8,1362,47.6,188
-1,301.1,309.6,1501,36.1,156
-1,301.4,311.0,1470,40.6,86
-1,299.7,310.9,1477,40.4,83
-1,299.0,308.6,1429,37.7,126
0,302.0,310.5,1573,32.1,143
-1,300.3,309.2,1650,35.2,196
-1,302.0,311.3,1567,41.1,26
1,300.2,309.9,1906,22.9,165
0,301.1,310.6,1479,41.1,72
0,303.8,312.7,1374,53.6,136
1,300.5,310.9,1447,46.5,137
-1,303.0,311.2,1409,41.9,98
-1,301.4,310.8,1490,38.0,168
-1,301.8,310.8,1456,46.6,35
0,299.4,308.6,1455,42.7,183
-1,300.5,311.2,1270,67.5,208
0,295.5,306.0,1641,36.6,21
-1,299.3,308.8,1603,33.9,203
-1,303.7,312.5,1632,36.6,186
-1,297.5,309.4,1497,35.8,44
0,297.5,309.5,1448,43.7,46
1,303.3,312.6,1692,29.0,125
1,298.8,309.7,1461,55.1,118
1,301.5,310.7,1790,26.2,8
-1,298.9,310.2,1359,56.9,166
-1,302.3,311.3,1614,34.1,129
-1,301.0,310.0,1480,43.5,21
-1,299.6,310.9,1853,26.3,166
-1,298.2,307.7,1503,38.3,87
0,296.9,308.0,1409,50.7,43
-1,297.3,308.4,1469,46.7,65
-1,299.1,310.5,1736,26.9,74
0,302.8,312.2,1469,36.9,143
0,300.5,310.2,1571,34.6,228
-1,297.6,309.1,1503,38.9,157
-1,302.3,311.1,1546,33.1,156
-1,299.8,309.0,1567,36.1,95
-1,298.7,309.2,1396,44.8,178
1,297.5,308.4,1587,36.1,98
-1,298.7,309.5,1673,30.8,141
-1,301.2,312.4,1378,59.0,95
-1,302.0,310.7,1698,28.1,39
0,297.4,308.2,1424,53.9,120
0,298.1,308.9,1323,51.7,88
-1,299.6,309.0,1372,60.4,149
0,297.2,308.5,1353,46.5,185
1,297.8,307.8,1662,30.7,48
1,300.5,310.6,1411,47.2,201
-1,300.3,311.1,1605,37.1,160
0,297.8,307.3,1315,54.0,180
-1,302.3,311.6,1488,41.8,75
0,295.8,306.6,1480,43.2,92
1,300.5,309.8,1324,72.8,159
0,301.7,310.6,1876,22.1,99
0,299.0,310.1,1593,35.4,5
-1,299.1,308.2,1493,34.9,119
-1,299.1,310.5,1419,48.8,76
0,297.6,308.3,1567,34.6,71
-1,302.3,310.9,1720,28.1,178
-1,299.2,310.4,1472,43.3,32
-1,297.2,308.5,1513,42.9,212
0,300.1,311.3,1748,26.6,42
0,298.7,309.6,1452,42.7,180
1,301.2,310.6,1352,52.0,69
-1,304.2,313.4,1475,40.2,98
0,302.0,311.2,1418,49.5,17
-1,298.3,308.4,1490,41.7,170
0,301.2,310.6,1576,39.6,109
1,303.1,312.8,1435,41.9,115
-1,299.5,309.2,1499,41.5,175
-1,301.6,310.7,1429,43.6,176
-1,299.1,308.9,1680,27.2,110
-1,298.3,308.8,1767,27.3,168
1,296.8,308.0,1453,51.0,24
-1,302.7,312.2,1572,34.4,228
0,299.8,311.0,1948,20.0,185
0,301.7,310.6,1691,27.7,105
-1,297.6,309.5,1574,30.9,151
0,301.5,310.7,1510,36.0,64
-1,299.3,309.2,1541,37.2,118
0,302.6,312.0,1363,45.7,91
1,303.5,312.8,1404,55.8,84
0,300.5,311.9,1676,35.2,97
-1,302.5,310.4,1427,46.8,179
0,297.9,307.5,1647,30.8,212
0,300.2,311.4,1427,39.7,196
-1,297.6,308.4,1353,57.5,88
-1,301.1,312.3,1486,34.9,122
0,300.5,312.0,1382,54.1,27
-1,301.6,309.9,1440,43.4,100
-1,298.7,308.4,1694,28.7,195
-1,298.4,308.4,1515,40.1,179
-1,298.1,307.9,1614,35.8,196
-1,299.9,309.2,1560,38.9,180
1,297.4,308.9,1645,30.8,196
-1,300.5,311.6,1509,47.2,202
0,297.4,308.5,1600,42.1,190
0,299.3,310.5,1563,42.1,19
-1,300.0,311.5,1666,32.0,128
0,301.8,310.7,1383,45.7,44
0,300.8,310.6,1669,28.4,79
0,302.5,311.0,1463,43.1,181
-1,301.9,310.7,1947,25.0,137
-1,301.2,309.9,1382,52.4,13
-1,303.8,312.7,1596,36.6,134
-1,296.4,307.5,1549,36.1,58
0,298.4,309.0,1507,36.1,191
-1,300.8,310.2,1520,37.7,193
-1,301.7,310.6,1513,41.1,64
-1,297.3,308.7,1592,34.4,158
-1,298.2,309.0,1610,31.7,155
0,301.8,311.1,1395,44.6,171
-1,300.8,312.0,1374,50.2,154
-1,300.9,312.0,1493,38.7,217
-1,296.1,307.2,1615,30.8,18
0,302.6,311.6,1227,68.2,187
0,298.4,309.4,1666,24.3,68
-1,298.8,308.9,1398,51.5,0
0,300.8,310.4,1450,39.4,62
1,299.1,308.3,1451,42.8,21
-1,299.1,310.6,1921,23.9,158
-1,302.0,310.8,1454,36.6,0
0,298.2,307.8,1411,53.4,110
0,299.7,310.8,1405,47.6,192
1,298.2,309.0,1524,39.1,100
-1,297.4,308.6,1609,36.2,116
-1,300.3,311.7,1989,22.3,121
0,296.9,308.1,1440,46.3,64
-1,299.2,308.5,1378,53.4,100
-1,302.0,310.6,1583,35.2,171
-1,302.3,311.2,1297,62.5,109
1,297.7,308.3,1488,41.0,101
-1,300.0,309.9,1608,33.4,76
-1,297.3,308.1,1762,26.1,154
1,298.2,309.0,1360,56.8,107
1,302.4,311.6,1544,39.1,70
1,297.5,308.4,1490,39.7,34
1,299.8,310.2,1411,49.7,161
-1,301.0,310.4,1614,31.6,84
-1,297.3,308.4,1430,45.7,15
0,297.6,308.5,1490,43.4,154
1,300.1,309.1,1560,35.4,14
0,298.6,309.2,1311,46.6,44
-1,300.1,309.7,1481,37.9,34
-1,302.1,310.8,1565,35.3,6
-1,299.8,309.6,1447,43.1,12
-1,299.3,308.8,1772,25.2,89
-1,301.4,310.6,2137,18.0,99
-1,301.0,311.0,1553,35.8,26
-1,299.4,309.3,1448,48.6,44
0,301.8,310.9,1346,44.6,142
-1,301.1,311.1,1450,43.3,168
-1,298.9,310.2,1706,27.6,103
-1,302.0,310.6,1467,44.9,86
-1,298.3,309.1,1421,47.4,33
0,300.1,311.3,1495,41.0,193
-1,303.5,312.0,1441,56.8,88
-1,296.8,307.5,1474,42.4,107
-1,302.4,311.1,1484,45.9,169
0,298.5,309.4,1565,33.7,150
0,302.5,311.9,1347,54.3,125
-1,297.3,308.5,1384,39.6,144
0,301.4,311.2,1727,26.5,43
0,298.5,309.3,1498,34.6,46
-1,303.2,311.5,1544,42.5,227
0,297.5,308.7,1352,53.0,171
1,300.8,310.5,1582,31.1,193
1,299.2,308.4,1388,53.2,59
-1,300.7,310.8,1475,42.0,147
-1,303.4,312.2,1656,32.7,195
-1,299.3,308.7,1408,48.7,85
0,297.6,308.6,1492,35.5,88
0,303.0,311.0,1409,41.7,120
-1,297.5,308.6,1621,28.9,0
-1,297.3,308.6,1511,35.7,120
0,298.4,308.2,1468,43.8,2
0,298.3,309.1,1404,47.0,15
-1,298.0,308.6,1626,33.3,50
-1,298.4,309.5,1545,36.6,117
-1,298.6,309.6,1387,57.6,50
1,298.9,309.6,1600,33.5,175
-1,299.8,310.8,1376,48.6,159
-1,301.4,310.3,1374,47.6,176
-1,298.0,308.1,1777,24.3,200
-1,298.6,308.4,1485,42.9,38
-1,300.0,309.6,1694,28.7,94
0,300.0,309.3,2293,16.3,170
-1,301.2,310.9,1413,50.1,141
-1,295.6,306.2,1569,35.1,140
0,302.5,312.0,1451,43.2,189
-1,300.7,311.0,1403,48.3,70
0,300.5,311.6,1658,30.4,170
1,300.8,310.6,1465,44.1,136
-1,297.4,308.6,1488,36.4,71
0,300.4,311.6,1518,36.4,53
1,303.5,312.0,1397,52.9,80
-1,299.3,308.6,1482,37.6,132
0,301.4,310.7,1375,42.0,168
0,300.8,312.0,1450,45.0,183
0,300.7,311.5,1569,36.4,20
1,302.6,310.4,1409,53.3,52
0,303.7,312.9,1566,32.6,9
-1,303.0,311.3,1793,29.3,157
1,302.3,311.1,1543,37.5,73
1,297.2,308.1,1770,27.2,140
-1,301.0,310.9,1570,34.0,192
0,298.3,307.8,1485,42.0,13
0,301.7,310.7,1627,31.3,78
-1,298.5,308.9,1781,27.8,113
-1,300.4,309.6,1319,48.1,26
0,297.4,308.3,1335,57.9,113
0,300.9,310.3,1416,50.9,152
-1,301.5,310.9,1318,50.6,11
-1,301.5,310.5,1927,22.4,149
-1,299.3,309.2,1465,41.5,127
-1,296.9,308.0,1546,31.1,11
-1,302.2,311.6,1545,35.9,152
-1,300.8,312.6,1422,50.0,117
-1,299.8,311.2,1369,46.2,146
-1,298.1,308.7,1642,30.3,3
-1,300.3,310.5,1522,39.1,217
1,300.7,312.3,1670,27.3,81
-1,301.3,310.4,1346,46.7,90
0,302.4,310.5,1372,45.7,144
0,302.2,310.8,1408,46.8,49
1,297.3,308.1,1554,42.4,158
-1,301.0,312.2,1264,59.0,57
1,301.3,310.4,1538,38.4,65
-1,296.8,307.6,1398,46.7,144
-1,298.9,310.1,1394,42.7,179
-1,298.9,310.3,1484,43.8,124
1,299.3,308.8,1397,45.4,191
1,300.7,311.3,1374,53.1,66
-1,302.4,311.8,1543,31.1,96
0,298.0,308.0,1555,37.0,111
1,300.7,310.2,1364,65.3,208
-1,300.3,311.8,1451,41.0,55
-1,298.0,309.9,1403,47.7,43
0,301.0,311.6,1301,55.0,9
-1,297.4,308.4,1392,49.7,174
-1,300.2,310.4,1808,25.8,35
-1,300.2,309.7,1448,36.8,14
0,295.7,306.2,1739,25.9,94
-1,301.7,310.6,1406,46.0,112
-1,301.8,310.2,1457,40.4,213
-1,297.3,308.4,1441,43.4,14
-1,303.1,312.5,1453,49.1,140
-1,302.6,311.0,1284,68.0,114
1,303.9,313.1,1790,26.7,17
-1,302.3,311.2,1386,50.3,110
-1,299.3,309.0,1511,47.8,148
0,303.9,313.1,1483,47.2,71
1,297.3,308.7,1478,47.6,98
0,302.7,312.0,1652,31.0,81
-1,304.0,313.0,2354,15.0,117
-1,297.9,307.8,1459,46.9,85
-1,302.8,312.3,1504,40.3,204
1,297.6,309.0,1354,55.6,46
-1,297.7,308.9,1575,39.9,12
0,301.4,310.8,1530,39.9,107
-1,298.6,309.4,1667,35.6,185
-1,301.1,310.1,1564,36.8,7
-1,300.7,311.3,1522,35.2,48
1,297.9,307.7,1618,35.9,92
0,300.4,311.6,1359,55.4,160
-1,302.3,311.6,1544,34.3,0
-1,300.2,310.2,1415,49.6,21
-1,299.0,310.4,1452,46.2,168
0,301.5,310.4,1378,55.3,109
-1,299.5,309.0,1498,44.6,101
-1,298.0,308.7,1511,45.8,114
-1,300.3,309.2,1587,31.4,43
0,302.1,310.0,1531,38.0,161
-1,301.9,310.3,1972,21.3,67
0,297.8,307.4,1902,24.3,129
-1,297.5,308.4,1384,56.0,73
-1,302.6,310.4,1359,57.2,67
0,299.1,308.9,1325,48.4,220
-1,300.4,310.8,1396,49.3,142
-1,300.3,309.5,1551,37.9,42
0,301.9,311.4,1465,39.9,153
-1,301.7,310.8,1622,37.8,0
-1,296.3,307.3,1439,41.5,208
-1,297.5,309.4,1803,24.7,98
-1,302.2,311.1,1470,39.6,97
-1,302.4,311.0,1573,36.5,193
-1,302.0,311.2,1420,45.8,192
0,297.3,308.5,1710,27.7,138
0,301.1,312.3,1852,25.9,131
-1,298.4,309.5,1397,50.3,110
0,300.9,310.7,1452,47.3,25
-1,299.5,310.0,1412,48.9,56
-1,299.1,310.5,1496,35.2,60
0,300.4,310.5,1540,33.4,32
-1,297.4,308.0,1383,46.2,188
-1,298.9,310.6,1406,43.8,12
0,300.2,310.1,1485,40.5,188
0,300.7,309.5,1393,43.9,81
-1,300.3,311.1,1480,46.6,185
-1,298.9,308.7,1729,26.6,73
0,300.0,310.4,1385,52.1,128
0,301.7,311.2,1563,34.5,139
-1,296.5,307.6,1607,33.5,104
-1,300.8,310.7,1461,42.8,173
0,297.8,307.5,1405,46.9,113
-1,299.0,308.8,1495,38.4,75
-1,298.1,309.0,1592,33.9,85
-1,300.5,311.7,1445,44.8,83
0,301.4,310.8,1738,30.3,104
0,298.0,308.1,1552,36.6,190
-1,303.5,312.3,1584,35.2,74
