Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
0,304.0,313.3,1844,27.1,88
-1,297.5,308.4,1604,38.1,106
-1,301.2,310.8,1711,28.9,38
-1,297.4,308.5,1295,52.1,130
-1,301.0,310.9,1492,44.6,15
-1,301.4,311.0,1533,45.8,125
-1,298.2,308.9,1444,53.1,83
-1,301.5,310.5,1556,39.1,48
0,299.2,308.4,1856,22.7,86
-1,300.6,309.6,1423,49.1,74
0,295.6,306.1,1490,42.7,171
0,297.3,308.4,1370,50.5,71
-1,300.7,310.6,1491,43.2,187
1,301.0,310.1,1756,30.7,2
0,297.5,308.6,1255,60.7,77
0,299.9,311.4,1480,44.9,108
-1,300.7,311.1,2437,13.8,163
-1,298.6,309.7,1356,54.0,6
-1,298.2,309.0,1413,55.0,145
0,297.4,308.9,1323,57.3,163
0,297.6,308.9,1479,38.1,182
-1,302.6,310.4,1478,47.7,189
-1,297.0,307.7,1315,60.1,128
1,300.6,311.9,1604,30.5,45
-1,300.5,309.8,1550,37.4,148
-1,296.5,307.5,1340,59.1,89
0,300.2,309.6,1528,35.1,44
-1,302.4,311.8,1476,46.6,110
-1,298.3,309.1,1403,45.1,138
-1,298.8,309.7,1505,39.0,131
0,304.0,313.0,1377,56.0,61
0,299.8,310.8,1530,35.2,163
1,302.2,311.2,1692,28.2,122
-1,300.7,310.0,1672,29.7,176
-1,300.5,309.3,1574,33.5,101
-1,299.7,309.3,1574,35.8,6
0,302.2,311.3,1577,29.8,112
1,301.1,310.8,1792,25.8,121
-1,298.0,308.1,1819,23.4,78
-1,301.4,310.6,1381,46.1,70
-1,300.2,310.3,1514,38.7,48
0,300.6,310.7,1566,38.2,187
0,297.9,307.6,1519,44.0,37
-1,297.2,308.5,1446,43.7,171
-1,301.9,310.9,1379,54.8,99
-1,302.6,310.3,1479,40.4,105
0,300.3,311.2,1783,25.6,139
-1,297.5,308.6,1596,36.0,141
-1,303.7,313.1,1355,49.1,188
1,297.6,308.6,1480,39.8,19
0,300.4,311.7,1398,42.6,176
-1,301.6,310.0,1869,22.9,18
-1,300.7,311.9,1399,50.2,222
-1,303.5,311.9,1493,38.7,14
1,299.7,309.2,1355,44.8,127
0,302.6,312.1,1445,42.0,181
-1,298.2,308.2,1667,30.6,59
-1,303.7,312.3,1511,38.9,117
-1,303.4,311.8,1499,45.0,16
0,299.3,308.5,1305,60.6,44
0,297.4,309.3,1564,36.0,126
-1,299.0,310.2,1533,43.5,159
-1,298.9,310.2,1445,40.0,129
1,297.7,308.8,1469,43.7,96
1,304.1,313.3,1689,32.5,134
-1,298.0,308.5,1713,25.3,124
1,297.4,308.5,1469,45.1,63
-1,300.0,310.5,1412,52.4,142
1,299.4,309.2,1513,36.1,212
-1,300.3,311.5,1466,46.2,62
-1,299.4,308.6,1492,40.5,181
-1,300.4,309.3,1766,28.2,207
1,299.2,308.9,1712,26.4,95
-1,301.2,310.8,1479,41.2,155
1,298.8,310.1,1380,44.0,56
-1,300.3,309.9,1518,36.4,0
0,301.4,310.6,1459,46.9,27
-1,302.6,311.9,1598,35.5,69
-1,299.1,308.8,1502,46.7,197
-1,296.8,307.9,1489,33.4,123
-1,303.5,312.5,1380,46.1,166
1,297.8,308.4,1550,38.2,185
0,298.8,310.3,1366,59.0,94
0,301.9,310.8,1563,39.2,39
-1,302.9,311.2,1634,36.9,71
1,304.2,313.5,1684,29.8,156
0,295.6,306.1,1669,29.0,161
-1,300.6,310.0,1455,40.4,172
0,302.2,311.4,1538,37.4,37
-1,299.6,310.2,1381,60.5,13
-1,297.9,309.0,1583,36.7,104
-1,301.5,310.6,1357,42.1,212
-1,297.1,307.8,1584,42.3,135
-1,300.9,310.9,1615,32.0,183
-1,298.4,309.5,1357,50.1,125
-1,295.6,306.1,1372,55.6,215
-1,300.7,312.1,1512,36.9,153
-1,298.6,309.2,1542,48.4,42
1,298.6,308.4,1407,50.5,164
0,299.3,308.4,1468,42.2,83
-1,298.9,308.5,1559,34.3,126
-1,297.0,307.8,1316,61.2,200
-1,297.4,308.3,1472,45.5,2
0,300.8,310.9,1678,28.1,63
-1,303.2,311.4,1514,41.2,230
-1,300.0,309.6,1571,33.1,65
0,303.4,311.8,2133,18.3,207
-1,298.1,307.7,1705,29.1,109
0,299.0,308.8,1418,45.7,204
-1,303.3,311.6,1484,44.6,223
0,299.7,310.5,1492,39.3,131
-1,297.3,308.3,1410,48.1,23
0,300.8,310.8,1549,35.5,79
-1,297.2,308.3,1796,23.8,61
0,297.1,308.1,1823,24.3,219
0,299.8,309.4,1439,47.4,57
0,301.4,310.7,1459,37.7,40
0,298.9,310.0,1323,52.9,106
0,297.9,307.7,1517,39.5,69
1,303.4,311.9,1402,50.0,54
-1,300.7,311.0,1336,53.3,68
-1,303.6,313.0,1617,30.9,122
-1,300.9,311.2,1353,60.4,139
-1,303.3,311.8,1842,24.5,67
0,299.4,310.0,1512,43.2,47
-1,302.8,312.1,1487,36.6,84
-1,300.1,309.6,1642,34.5,53
-1,297.7,308.7,1249,60.4,143
-1,300.5,311.8,1368,57.9,191
-1,296.3,307.4,1648,34.0,60
-1,300.0,311.3,1484,53.2,158
-1,302.8,312.3,1473,42.6,232
-1,295.5,305.9,1542,36.2,12
-1,302.0,310.9,1455,43.2,220
-1,297.7,309.1,1563,39.3,56
-1,303.6,313.1,1395,44.1,120
0,301.5,310.5,1774,25.5,121
-1,296.5,307.3,1579,34.5,166
0,301.7,310.8,1502,34.4,157
1,299.4,309.3,1439,49.7,9
-1,298.1,308.8,1432,43.4,68
0,298.8,309.1,1472,47.5,125
0,302.2,311.3,1510,37.1,10
-1,303.6,312.9,1381,57.8,27
-1,303.0,311.2,1641,32.6,63
-1,301.6,310.0,1566,30.3,79
0,300.6,309.4,1432,44.2,84
-1,302.2,311.3,1382,46.4,94
0,297.4,308.6,1522,38.0,33
-1,298.2,308.3,2051,19.2,90
1,298.0,309.1,1557,36.4,65
-1,302.1,310.5,1559,36.0,124
-1,299.8,309.1,1578,42.1,191
0,303.4,311.9,1510,42.2,36
-1,301.6,309.8,1588,33.9,89
0,302.7,312.1,1564,32.1,188
-1,303.7,313.1,1406,48.6,183
-1,301.4,310.8,1431,44.3,21
0,300.5,311.3,1468,41.1,34
0,300.1,309.1,1533,38.0,26
0,301.0,310.9,1554,32.7,59
-1,295.9,306.6,1412,41.0,109
-1,302.5,311.4,1759,24.6,124
1,295.6,306.1,1623,30.9,210
1,299.1,309.9,1443,40.3,0
0,300.2,309.8,1743,24.1,18
-1,300.3,311.8,1413,46.0,182
-1,300.5,309.3,1417,51.5,231
-1,304.2,313.4,1482,41.4,32
0,300.9,311.1,1325,61.4,88
-1,297.9,309.0,1290,49.8,43
-1,300.4,311.7,1513,40.0,51
0,302.6,310.4,1544,35.1,25
0,304.3,313.5,1416,48.1,167
1,302.0,309.9,1606,34.5,156
-1,300.7,312.3,1898,24.0,60
0,302.1,311.2,1616,35.1,57
-1,298.1,307.8,1761,28.2,76
1,298.9,310.5,1429,39.9,19
-1,299.7,309.6,1321,53.4,166
-1,302.1,310.9,1666,30.7,203
-1,297.9,307.6,1430,52.4,178
-1,300.1,311.5,1659,31.1,203
0,301.0,311.6,1448,43.9,145
-1,298.8,308.9,1379,46.7,204
-1,299.3,308.6,1744,26.4,33
0,301.2,312.4,1428,36.6,99
-1,297.5,308.6,1596,37.1,30
-1,298.9,310.2,1304,57.2,183
-1,303.6,311.8,1567,31.7,97
0,300.1,311.3,1650,33.8,38
1,298.4,308.5,1398,47.1,122
0,298.0,308.1,1339,51.6,197
1,296.7,307.9,1579,33.4,50
-1,300.1,309.2,1783,27.3,118
-1,296.0,306.7,1917,21.0,127
-1,300.7,309.5,1850,24.5,19
-1,300.5,311.7,1409,54.7,104
-1,299.6,310.2,1512,44.0,79
-1,297.7,307.6,1921,22.9,68
0,299.3,308.7,1289,51.5,185
1,298.1,307.7,1376,56.2,113
0,299.3,309.3,1471,46.0,42
-1,300.9,311.0,2003,20.2,138
0,300.7,310.6,1418,46.3,84
-1,298.7,310.2,1404,50.3,54
-1,298.6,309.4,1698,33.2,147
0,300.7,310.8,1452,47.9,77
-1,298.9,309.8,1390,49.9,21
-1,298.0,308.7,1443,49.3,52
-1,299.7,311.1,1690,30.6,148
0,297.4,308.6,1452,41.2,197
-1,302.6,312.4,1398,41.6,40
0,297.9,307.9,1540,39.8,38
0,299.8,309.2,1678,29.8,202
-1,302.8,312.1,1958,20.3,56
1,298.8,308.2,1450,44.7,14
-1,298.7,308.5,1480,42.2,58
1,300.3,311.6,1427,56.2,8
0,301.7,310.3,1787,26.7,33
1,298.4,309.3,1984,19.2,132
0,301.0,309.7,1288,58.4,162
-1,298.9,308.7,1727,29.4,116
0,300.1,309.6,1584,36.7,165
-1,303.8,313.2,1525,41.9,145
-1,299.8,311.3,1727,30.0,24
1,297.4,308.4,1487,46.2,150
-1,301.4,310.7,1673,27.8,181
-1,297.7,309.6,1480,47.9,18
-1,299.4,309.0,1800,24.3,128
0,300.7,310.6,1439,41.7,184
-1,297.9,308.8,1386,48.6,75
-1,297.7,308.8,1354,50.2,103
0,299.1,310.1,1570,30.9,226
0,299.9,309.2,1548,35.7,97
-1,301.9,310.8,1906,21.7,62
-1,300.6,310.9,1471,37.9,86
-1,301.4,310.7,1584,32.2,17
-1,299.0,310.1,1416,45.9,47
-1,297.4,308.8,1640,34.2,142
-1,303.5,312.2,1511,37.1,27
0,296.2,306.8,1526,42.3,129
-1,296.9,307.7,1424,43.3,120
-1,304.1,313.2,1412,47.5,150
-1,298.3,309.4,1568,35.8,140
-1,300.7,310.3,1592,36.0,14
-1,297.3,308.2,1896,24.4,47
-1,300.0,310.4,1505,44.9,133
1,302.2,311.4,1625,35.4,70
-1,300.5,311.5,1708,31.2,57
-1,302.1,311.5,1533,39.4,26
1,297.1,308.4,1359,46.6,176
-1,297.1,308.4,1488,42.5,146
-1,300.8,311.8,1417,43.4,223
1,300.8,310.3,1457,46.8,182
-1,303.5,312.9,1275,64.4,113
-1,297.1,307.8,1477,36.6,177
-1,299.7,310.3,1505,37.7,4
-1,300.6,309.4,1474,40.7,87
-1,298.2,308.3,1805,31.6,96
-1,301.2,310.9,1597,37.9,164
0,300.6,309.3,1510,46.0,87
0,300.3,309.6,1488,41.3,172
1,300.8,310.8,1466,45.2,188
-1,297.8,308.9,1530,37.6,106
-1,298.2,308.0,1499,44.1,166
1,298.0,307.6,1420,45.8,150
-1,299.2,308.7,1325,51.0,171
0,297.4,308.6,1643,31.0,89
0,300.9,312.1,1851,23.0,156
1,303.5,311.5,1629,33.5,73
-1,302.1,311.3,1477,43.6,196
-1,297.3,308.3,1333,55.2,11
-1,300.6,310.9,1472,47.6,75
-1,297.7,309.2,1365,58.6,170
-1,301.3,310.4,1384,50.1,88
-1,301.3,311.1,1303,49.2,212
0,300.5,309.4,1347,50.1,213
0,300.8,310.8,1461,41.3,53
-1,300.3,311.7,1365,53.3,113
-1,296.3,307.1,1662,32.9,190
0,302.3,310.9,1627,32.3,0
0,298.9,308.2,2022,20.0,23
0,300.2,311.7,1397,50.2,71
0,298.6,309.4,1464,36.9,179
0,302.4,311.2,1330,58.6,201
-1,295.8,306.5,1493,40.5,90
-1,298.2,308.4,1310,61.0,189
0,303.8,313.0,1789,23.5,215
0,299.6,309.0,1245,64.0,120
0,298.2,308.8,1645,28.2,58
-1,301.3,310.9,1760,23.9,76
-1,302.4,311.0,1475,47.9,79
-1,296.9,308.1,1555,33.7,229
-1,299.4,308.7,1504,37.8,112
-1,298.2,308.8,1498,36.0,39
-1,301.0,310.9,1828,25.1,166
0,303.9,313.2,1624,39.8,107
-1,297.0,307.7,1867,22.8,118
-1,300.5,311.9,1511,41.8,205
1,297.1,307.9,1365,54.0,174
-1,297.8,307.6,1446,51.4,105
-1,299.2,308.7,1492,37.8,91
-1,301.2,310.9,1416,53.3,66
-1,299.7,311.1,1650,32.4,60
0,300.1,311.4,1342,48.5,203
0,299.1,308.6,1499,45.1,185
-1,297.0,307.8,1414,47.5,168
-1,297.3,308.1,1615,35.4,217
-1,302.6,311.0,1660,38.0,99
0,298.4,309.7,1870,22.5,170
0,299.5,309.4,1387,56.2,32
-1,302.3,310.2,1548,35.3,170
-1,300.1,310.1,1650,31.6,19
0,301.2,310.7,1962,22.5,28
-1,299.8,309.7,1431,40.3,101
1,300.2,311.5,1426,44.3,73
-1,303.7,311.9,1561,33.3,153
-1,300.9,310.6,1350,53.8,131
-1,296.2,307.1,1444,46.7,194
-1,297.3,308.2,1446,53.5,7
-1,299.9,310.2,1479,46.3,173
1,303.8,313.2,1381,52.4,140
-1,303.3,311.3,1350,48.1,32
-1,303.8,313.2,1531,39.4,159
-1,298.2,309.1,1568,36.3,166
-1,300.4,311.3,1495,51.2,175
0,298.7,309.8,1528,36.7,197
-1,303.3,312.7,1262,63.8,100
0,297.6,308.8,1357,49.7,104
1,299.0,310.0,1387,45.2,110
0,298.3,308.1,1722,28.6,89
-1,300.3,310.4,1672,29.2,39
1,300.1,309.4,1329,55.2,143
-1,301.4,311.1,1494,41.9,142
0,302.0,310.6,1563,41.0,184
-1,300.0,311.5,1749,28.3,83
-1,299.7,309.3,1779,25.5,129
-1,298.0,308.6,1532,42.6,54
-1,298.1,309.5,1467,41.8,48
0,298.9,308.6,1574,33.5,128
-1,303.0,312.5,1626,30.5,87
1,297.9,308.0,1800,24.8,44
-1,301.7,310.5,2465,13.7,149
0,303.4,312.8,1526,30.8,37
-1,298.0,308.5,1702,26.7,203
-1,304.1,313.3,1438,45.5,188
-1,301.3,310.4,1501,41.6,192
0,300.4,309.4,1875,23.9,155
-1,299.1,310.1,1416,41.2,185
-1,297.6,309.4,1491,40.2,231
1,300.6,310.5,1454,51.2,58
0,298.2,309.0,1694,28.0,5
-1,301.4,310.5,1380,48.4,131
-1,300.5,311.7,1619,32.7,85
0,299.8,311.3,1517,41.2,105
0,302.9,312.6,1394,46.4,82
-1,301.3,310.8,1432,54.4,51
-1,298.8,308.5,1444,42.2,83
-1,301.3,310.8,1428,55.2,88
-1,297.9,309.2,1478,39.7,10
0,298.4,309.7,1679,33.3,167
-1,299.8,311.1,2144,17.7,190
-1,301.6,311.1,1325,49.2,104
-1,300.7,310.5,1357,52.6,199
-1,304.0,313.3,1519,36.7,117
-1,300.0,310.2,1486,36.4,66
-1,299.1,308.3,1426,40.1,60
0,298.7,309.9,1434,53.0,144
-1,298.8,309.8,1334,49.3,42
-1,300.5,311.6,1541,47.8,156
-1,300.8,310.6,1402,53.7,93
-1,295.5,306.1,1573,35.1,129
0,297.8,307.9,1802,25.8,43
-1,300.7,310.2,1696,27.5,73
-1,300.0,311.4,1508,38.2,18
-1,302.2,310.7,1769,24.9,91
0,300.4,310.2,1671,30.5,234
0,302.5,311.8,2023,19.1,74
-1,303.4,311.8,1564,35.9,171
0,302.3,311.4,1345,47.6,67
-1,302.8,312.2,1481,40.2,230
-1,295.6,306.0,1370,52.4,115
1,300.5,311.2,1397,45.2,2
0,300.1,311.3,1523,34.1,135
0,301.3,311.5,1648,32.4,0
0,299.1,310.3,1838,24.0,235
-1,300.2,311.5,1492,41.8,128
-1,301.2,310.6,1670,30.0,40
-1,300.0,309.3,1364,41.2,104
1,297.6,309.6,1419,48.2,215
-1,301.3,310.0,1438,40.9,7
-1,302.2,311.4,1987,19.9,200
1,297.6,309.0,1885,25.2,24
-1,300.6,310.1,1541,42.0,23
1,298.0,308.6,1526,41.8,160
0,300.4,311.7,1511,33.0,200
0,301.7,311.0,1298,58.1,168
1,301.0,310.9,1495,37.3,21
-1,301.3,311.0,1554,47.7,84
1,303.6,311.7,1476,40.1,85
1,301.4,309.9,1460,47.2,22
-1,302.3,310.9,1459,35.0,32
-1,296.2,307.1,1441,41.7,3
-1,298.7,309.6,1442,55.6,194
0,299.6,309.1,1471,44.3,67
-1,302.1,311.3,1634,30.6,50
-1,300.6,310.5,1509,43.1,31
-1,303.6,312.4,1388,41.9,221
-1,299.1,310.2,1695,29.6,8
-1,302.5,311.9,1452,47.4,77
-1,300.7,310.8,1653,31.6,111
-1,303.6,311.9,1473,50.1,84
1,299.8,309.7,1368,47.4,148
-1,298.9,308.9,1753,25.8,33
-1,300.8,310.9,1732,25.7,109
-1,300.7,311.1,2478,13.4,170
-1,300.0,311.2,1418,47.3,60
-1,300.7,312.3,1418,49.0,69
0,299.2,308.8,1523,38.9,112
-1,300.7,309.6,1505,34.9,7
-1,300.5,311.9,1403,45.7,54
-1,296.2,306.9,1526,34.9,140
-1,300.8,311.4,1492,40.6,20
-1,301.3,310.8,1560,38.5,52
-1,300.9,309.7,1460,42.1,181
-1,303.3,312.6,1463,44.0,140
0,300.7,309.7,1435,44.7,76
1,300.2,311.4,1506,36.1,141
-1,302.5,312.1,1534,38.6,3
-1,300.5,310.5,1452,42.9,29
1,300.6,311.7,1500,36.7,17
-1,298.4,310.1,1455,42.2,94
0,301.2,312.4,1505,39.6,102
0,301.4,310.3,1610,29.1,166
-1,303.5,312.1,1522,36.4,107
1,300.4,311.8,2496,13.5,5
1,299.0,310.1,1432,50.0,45
0,298.0,309.4,1276,65.9,50
-1,299.0,308.6,1587,38.6,124
-1,299.5,310.7,1472,40.9,104
-1,298.2,307.8,1388,48.6,76
-1,300.0,311.4,1604,38.7,185
0,302.6,311.1,1520,43.0,88
-1,304.2,313.4,1639,32.7,63
1,299.2,308.7,1448,51.4,173
-1,302.7,312.4,1433,44.2,17
-1,297.4,308.1,1348,53.7,68
-1,299.1,310.5,1628,35.9,174
-1,297.3,308.4,1417,47.8,31
0,300.7,310.6,1407,42.4,218
1,298.5,309.4,1414,46.7,102
-1,300.7,310.7,1507,46.1,209
-1,298.0,307.6,1385,45.0,158
-1,298.8,309.5,1368,44.7,147
0,302.6,311.0,1589,39.0,122
-1,300.4,311.4,1424,44.6,127
0,295.4,305.8,1526,38.2,181
-1,298.8,310.0,1423,42.1,154
-1,302.8,312.5,1694,28.4,66
-1,300.2,309.2,1667,29.9,75
0,299.0,310.2,1657,32.3,64
1,298.1,309.5,1530,40.2,65
-1,299.4,310.8,1391,48.9,139
-1,300.2,309.5,1343,50.2,98
1,298.9,310.1,1366,62.7,161
0,301.4,310.7,1692,32.3,5
-1,298.1,308.2,1485,40.7,57
-1,300.1,309.8,1506,35.2,21
0,302.3,311.7,1453,42.5,56
-1,300.7,310.6,1616,29.6,47
-1,303.9,313.3,1526,40.7,164
0,301.0,311.1,1420,47.4,167
0,297.6,308.6,1444,48.2,46
-1,303.0,311.2,1800,23.7,61
-1,300.8,311.8,1323,61.1,178
0,299.9,309.4,1483,38.1,193
-1,298.7,310.1,1401,45.3,67
-1,298.9,309.8,1396,49.0,13
-1,297.8,307.5,1581,33.1,116
-1,300.1,309.7,1441,40.1,46
-1,301.0,311.7,1670,31.3,150
-1,298.5,308.2,1444,40.5,170
-1,297.5,308.8,1533,41.5,223
-1,300.1,309.3,1654,31.0,201
-1,300.6,312.0,1566,30.1,128
-1,298.9,309.7,1407,41.9,207
-1,299.9,310.4,1408,38.4,144
-1,301.1,310.1,1540,36.6,28
-1,301.2,310.3,1548,38.6,59
-1,300.3,309.9,1393,56.1,12
-1,297.2,308.6,1562,33.0,84
1,299.0,310.2,1637,38.0,68
1,302.7,312.1,1603,32.5,148
-1,301.1,311.3,1630,29.5,51
-1,296.6,307.7,1556,37.7,110
-1,302.0,310.5,1978,22.0,106
0,300.4,310.2,1380,47.3,5
0,298.9,309.8,1836,22.8,18
-1,298.1,308.1,1484,40.4,59
-1,299.3,309.1,1388,45.5,123
-1,303.6,312.0,1827,23.3,103
0,303.8,312.7,1555,33.4,128
0,304.0,313.1,1450,42.8,101
0,303.5,312.9,1572,44.7,84
-1,297.0,307.9,1455,49.0,204
-1,301.7,311.2,1517,42.4,113
-1,300.4,311.8,1272,59.2,198
1,299.8,310.9,1427,47.2,168
-1,299.7,310.4,1614,36.2,108
0,301.7,309.9,1452,41.5,86
-1,300.3,311.9,1609,34.0,177
-1,297.5,308.7,1761,26.2,164
-1,302.8,312.4,1368,49.5,10
0,297.3,308.0,1403,45.0,77
-1,301.1,311.0,1677,29.1,188
0,303.4,311.7,1353,44.1,192
-1,300.2,311.6,1511,35.7,160
-1,298.8,309.8,1463,40.0,90
-1,301.5,310.9,1451,40.6,0
0,301.8,310.8,1508,38.8,96
-1,300.6,310.2,1622,34.1,3
-1,302.6,311.6,1576,34.7,182
-1,298.2,307.6,1492,37.2,178
-1,297.2,308.6,1924,22.1,163
0,299.2,309.0,1881,23.9,137
-1,302.9,312.5,1550,45.5,72
1,303.4,312.3,1522,42.1,62
0,299.8,309.3,1640,31.1,211
0,302.7,312.5,1417,51.5,19
-1,298.1,309.2,1802,26.9,83
-1,300.1,309.4,2141,17.9,33
-1,301.3,310.4,1459,44.7,92
-1,298.6,310.1,1533,33.9,24
1,298.0,307.5,1683,27.8,26
-1,299.8,310.9,2084,17.6,175
0,297.2,307.9,1530,35.9,197
0,301.4,310.5,1217,60.6,103
0,298.0,308.6,1376,55.7,214
-1,298.1,307.6,1364,53.8,129
-1,300.9,310.6,1552,34.9,95
-1,303.4,312.8,1360,50.8,94
0,302.1,310.9,1916,23.1,51
0,298.9,310.1,1484,40.4,61
-1,298.4,309.2,1610,32.4,194
0,297.9,309.0,1525,38.5,113
-1,300.8,311.3,1462,41.4,75
1,297.3,308.7,1438,46.2,16
0,297.6,307.1,1526,39.1,39
0,302.5,310.5,1918,21.6,131
1,299.0,308.2,1662,30.4,55
-1,303.2,311.4,1610,35.5,63
0,299.1,310.5,1428,43.0,53
0,301.7,311.0,1505,44.0,187
0,298.6,308.4,1778,28.2,161
0,297.4,308.7,1392,46.4,174
-1,299.1,310.6,1818,24.1,173
-1,303.7,313.0,1753,29.0,42
-1,301.6,310.6,1621,33.7,137
-1,296.5,307.4,1523,40.7,85
-1,298.1,307.5,1684,33.1,200
-1,297.4,309.0,1505,39.2,209
1,304.2,313.3,1625,37.3,27
-1,295.8,306.4,1325,56.2,65
0,301.4,310.6,1630,30.3,2
-1,295.6,306.0,1569,40.4,174
-1,297.5,308.9,1696,30.9,133
0,300.0,309.3,1413,40.7,117
0,298.3,308.0,1766,26.0,96
-1,295.7,306.2,1458,40.6,103
-1,299.1,310.2,1352,52.8,41
-1,298.5,309.5,1569,41.0,153
0,298.5,309.3,1551,34.7,121
-1,298.3,309.0,1519,36.9,41
-1,297.1,308.4,1543,39.6,205
-1,299.7,309.1,1715,27.8,192
-1,302.4,311.7,1495,36.8,215
-1,302.1,311.5,1727,27.7,50
0,297.9,308.5,1300,53.0,172
-1,298.1,307.7,1388,40.3,109
-1,297.7,308.5,1373,56.7,203
-1,297.3,308.4,1472,41.3,67
-1,301.9,310.6,1573,36.6,15
-1,300.4,309.9,1567,36.5,72
1,301.1,311.0,1339,52.8,194
1,301.4,310.7,1516,36.4,83
0,302.2,311.3,1510,36.6,91
0,302.3,311.8,1475,48.0,180
0,298.9,310.7,1638,33.6,218
0,298.1,307.7,1633,30.7,145
0,297.6,308.2,1995,20.5,10
-1,299.9,309.5,1451,39.4,18
-1,300.5,311.6,1744,26.8,94
-1,298.0,308.0,1401,54.7,65
0,300.5,309.7,1685,29.4,140
-1,302.7,312.1,1728,24.4,146
-1,300.7,310.9,1637,37.2,115
-1,301.9,310.8,1650,29.8,94
1,300.7,312.1,1490,43.1,159
-1,301.8,310.5,1548,34.1,93
-1,300.1,309.4,1434,47.3,127
0,299.7,311.0,1435,50.1,168
-1,303.7,312.4,1316,59.3,137
-1,301.4,310.6,1557,38.2,157
-1,301.5,310.5,1593,32.9,155
0,297.8,308.4,1579,36.6,152
-1,302.6,311.7,1542,34.1,137
-1,297.6,308.3,1617,31.7,39
-1,296.5,307.2,1481,38.2,160
-1,299.3,310.2,1495,49.2,16
0,302.6,310.5,1420,56.4,57
0,301.4,310.7,1639,29.8,127
-1,302.1,311.2,1460,46.9,198
0,301.2,310.9,1424,45.2,68
0,298.9,309.9,1501,37.1,70
-1,299.5,309.3,1520,42.3,149
-1,298.9,309.1,1452,45.5,196
-1,302.6,312.1,1782,26.8,198
-1,300.8,311.1,1509,33.4,172
0,300.8,310.2,1598,36.5,195
0,300.2,311.6,1533,46.4,24
-1,298.2,307.9,1544,31.4,192
-1,297.6,308.5,1572,35.9,71
0,300.7,310.3,1471,40.2,59
0,303.5,312.8,1375,45.7,89
0,299.0,310.3,1657,31.0,70
1,298.9,308.4,1632,31.8,17
-1,302.8,312.1,1441,52.1,79
-1,297.9,307.6,1481,38.0,40
-1,300.6,309.4,1410,40.6,99
-1,298.3,308.4,1484,43.4,172
-1,300.3,309.2,1462,51.4,48
-1,302.6,310.4,1514,42.7,75
-1,297.9,307.9,1476,45.2,91
-1,297.5,308.2,1489,40.7,141
-1,298.0,307.6,1683,32.8,122
-1,297.3,308.3,1519,37.7,45
-1,302.4,311.8,1416,46.1,202
-1,296.3,307.4,1465,47.1,215
-1,300.6,310.7,1750,30.6,171
1,300.9,310.7,1403,40.6,207
-1,301.4,311.3,2323,15.9,50
-1,300.6,309.6,1409,42.4,57
-1,298.1,308.3,1301,56.0,63
-1,302.3,310.8,1511,48.1,24
-1,297.8,307.2,1498,38.1,188
-1,297.1,307.8,1681,27.6,181
0,298.2,308.7,1269,60.9,163
1,300.7,312.2,1335,49.0,62
1,297.1,308.4,1654,31.4,171
-1,300.0,311.4,1487,41.2,22
0,302.5,311.4,1636,35.0,157
-1,297.5,308.6,1452,39.0,72
-1,296.5,307.5,1566,35.1,206
1,302.3,311.8,1475,42.8,38
-1,300.6,312.0,1670,29.4,134
1,299.2,308.7,1375,55.1,78
-1,300.0,309.2,1759,27.9,5
0,297.4,307.9,1338,48.5,158
-1,301.3,310.9,1509,41.7,16
0,302.3,311.5,1674,30.0,12
-1,298.7,309.8,1402,54.3,128
0,302.4,311.9,1439,36.6,212
0,297.3,308.1,1369,52.0,214
-1,301.6,310.6,1506,43.4,222
-1,298.4,310.0,1559,44.2,23
0,300.0,310.1,1314,53.5,199
-1,300.9,310.7,1389,50.0,214
-1,296.7,307.8,1468,39.2,35
-1,298.9,309.9,1500,44.2,115
0,299.5,309.0,1399,49.7,207
0,303.3,312.1,1693,30.0,80
-1,300.7,310.1,1598,32.8,79
-1,299.1,309.8,1398,55.4,217
-1,302.8,312.1,1520,39.9,48
1,300.6,310.6,1419,39.6,3
1,298.9,310.1,1324,54.6,185
0,300.1,309.2,1732,33.7,218
-1,298.4,309.4,1385,43.2,119
0,300.2,309.0,1642,31.2,37
-1,300.2,310.2,1378,43.9,193
-1,298.6,309.7,1429,45.8,113
1,302.9,311.2,2102,17.8,91
0,297.6,308.5,1443,38.2,85
-1,297.4,308.3,1801,26.9,11
0,300.9,310.4,1576,40.4,92
-1,298.4,309.3,1531,37.4,16
0,302.0,310.5,1381,58.4,201
-1,301.7,310.1,1487,48.0,36
-1,299.2,310.7,1477,44.0,19
1,302.4,311.5,1540,43.7,81
0,298.0,307.6,1472,46.7,116
-1,298.3,309.4,1668,27.1,136
-1,298.1,308.7,1671,28.8,41
-1,300.2,311.6,1606,31.0,199
-1,301.7,310.5,1354,50.0,169
-1,299.6,310.2,1469,47.0,15
-1,302.6,311.7,1254,54.1,19
-1,300.2,311.6,1372,49.2,195
1,301.7,310.1,1462,38.3,49
0,296.4,307.5,1684,31.4,72
-1,298.3,309.9,1463,43.9,116
-1,299.1,310.6,1577,37.1,44
-1,301.8,310.1,1738,28.0,58
0,300.8,311.9,1621,28.3,211
-1,297.0,307.8,1683,32.3,197
0,296.1,306.9,1951,23.3,38
-1,295.7,306.2,2270,14.6,149
-1,298.2,308.4,1666,34.6,74
-1,298.9,308.7,1572,34.1,80
-1,302.8,310.6,1404,43.2,203
